target_type,target_id,user_id,content,like_count,status,created_at,parent_id
course,1355,3,course#1355 评论 3：案例很贴近实际，学完能直接上手。,0,normal,2026-01-24T10:48:13.287Z,
course,1355,4,course#1355 评论 4：案例很贴近实际，学完能直接上手。,2,normal,2026-02-01T10:48:13.287Z,
course,1355,5,course#1355 评论 5：节奏刚好，建议再补充一点练习题。,7,normal,2026-01-25T10:48:13.287Z,
course,1355,6,course#1355 评论 6：节奏刚好，建议再补充一点练习题。,1,normal,2026-01-23T10:48:13.287Z,
course,1356,1,course#1356 评论 1：内容有深度但不晦涩，体验很好。,3,normal,2026-01-22T10:48:13.287Z,
course,1356,2,course#1356 评论 2：实例讲解很实用，收藏了。,3,normal,2026-01-30T10:48:13.287Z,
course,1356,3,course#1356 评论 3：重点知识点总结得不错，复习方便。,0,normal,2026-01-27T10:48:13.287Z,
course,1356,4,course#1356 评论 4：重点知识点总结得不错，复习方便。,0,normal,2026-01-25T10:48:13.287Z,
course,1356,5,course#1356 评论 5：节奏刚好，建议再补充一点练习题。,5,normal,2026-01-30T10:48:13.287Z,
course,1356,6,course#1356 评论 6：希望后续更新更多进阶内容。,2,normal,2026-01-22T10:48:13.287Z,
course,1357,1,course#1357 评论 1：重点知识点总结得不错，复习方便。,7,normal,2026-01-29T10:48:13.287Z,
course,1357,2,course#1357 评论 2：课程结构清晰，学习路线明了。,2,normal,2026-01-31T10:48:13.287Z,
course,1357,3,course#1357 评论 3：实例讲解很实用，收藏了。,2,normal,2026-01-26T10:48:13.287Z,
course,1357,4,course#1357 评论 4：实例讲解很实用，收藏了。,3,normal,2026-01-23T10:48:13.287Z,
course,1357,5,course#1357 评论 5：课程结构清晰，学习路线明了。,3,normal,2026-01-29T10:48:13.287Z,
course,1357,6,course#1357 评论 6：如果能加配套资料就更好了。,5,normal,2026-01-28T10:48:13.287Z,
course,1358,1,course#1358 评论 1：重点知识点总结得不错，复习方便。,0,normal,2026-01-26T10:48:13.287Z,
course,1358,2,course#1358 评论 2：案例很贴近实际，学完能直接上手。,1,normal,2026-01-22T10:48:13.287Z,
course,1358,3,course#1358 评论 3：这节课讲得很清楚，重点很明确。,1,normal,2026-02-04T10:48:13.287Z,
course,1358,4,course#1358 评论 4：课程结构清晰，学习路线明了。,2,normal,2026-02-04T10:48:13.287Z,
course,1358,5,course#1358 评论 5：这节课讲得很清楚，重点很明确。,3,normal,2026-01-29T10:48:13.287Z,
course,1358,6,course#1358 评论 6：重点知识点总结得不错，复习方便。,6,normal,2026-02-01T10:48:13.287Z,
course,1359,1,course#1359 评论 1：实例讲解很实用，收藏了。,6,normal,2026-01-28T10:48:13.287Z,
course,1359,2,course#1359 评论 2：希望后续更新更多进阶内容。,1,normal,2026-01-22T10:48:13.287Z,
course,1359,3,course#1359 评论 3：内容有深度但不晦涩，体验很好。,4,normal,2026-02-04T10:48:13.287Z,
course,1359,4,course#1359 评论 4：希望后续更新更多进阶内容。,4,normal,2026-01-31T10:48:13.287Z,
course,1359,5,course#1359 评论 5：讲师讲解很细，适合零基础。,6,normal,2026-02-04T10:48:13.287Z,
course,1359,6,course#1359 评论 6：讲师讲解很细，适合零基础。,2,normal,2026-01-30T10:48:13.287Z,
course,1360,1,course#1360 评论 1：重点知识点总结得不错，复习方便。,1,normal,2026-01-26T10:48:13.287Z,
course,1360,2,course#1360 评论 2：实例讲解很实用，收藏了。,4,normal,2026-01-29T10:48:13.287Z,
course,1360,3,course#1360 评论 3：实例讲解很实用，收藏了。,7,normal,2026-01-27T10:48:13.287Z,
course,1360,4,course#1360 评论 4：这节课讲得很清楚，重点很明确。,5,normal,2026-02-01T10:48:13.287Z,
course,1360,5,course#1360 评论 5：如果能加配套资料就更好了。,2,normal,2026-01-27T10:48:13.287Z,
course,1360,6,course#1360 评论 6：希望后续更新更多进阶内容。,7,normal,2026-01-23T10:48:13.287Z,
course,1361,1,course#1361 评论 1：内容有深度但不晦涩，体验很好。,6,normal,2026-01-24T10:48:13.287Z,
course,1361,2,course#1361 评论 2：如果能加配套资料就更好了。,6,normal,2026-02-01T10:48:13.287Z,
course,1361,3,course#1361 评论 3：如果能加配套资料就更好了。,7,normal,2026-01-23T10:48:13.287Z,
course,1361,4,course#1361 评论 4：如果能加配套资料就更好了。,5,normal,2026-02-03T10:48:13.287Z,
course,1361,5,course#1361 评论 5：内容有深度但不晦涩，体验很好。,2,normal,2026-01-31T10:48:13.287Z,
course,1361,6,course#1361 评论 6：重点知识点总结得不错，复习方便。,6,normal,2026-01-27T10:48:13.287Z,
course,1362,1,course#1362 评论 1：内容有深度但不晦涩，体验很好。,5,normal,2026-02-02T10:48:13.287Z,
course,1362,2,course#1362 评论 2：希望后续更新更多进阶内容。,1,normal,2026-02-03T10:48:13.287Z,
course,1362,3,course#1362 评论 3：课程结构清晰，学习路线明了。,0,normal,2026-01-23T10:48:13.287Z,
course,1362,4,course#1362 评论 4：内容有深度但不晦涩，体验很好。,4,normal,2026-01-31T10:48:13.287Z,
course,1362,5,course#1362 评论 5：内容有深度但不晦涩，体验很好。,5,normal,2026-01-23T10:48:13.287Z,
course,1362,6,course#1362 评论 6：案例很贴近实际，学完能直接上手。,4,normal,2026-01-22T10:48:13.287Z,
course,1363,1,course#1363 评论 1：讲师讲解很细，适合零基础。,4,normal,2026-02-03T10:48:13.287Z,
course,1363,2,course#1363 评论 2：讲师讲解很细，适合零基础。,1,normal,2026-01-29T10:48:13.287Z,
course,1363,3,course#1363 评论 3：重点知识点总结得不错，复习方便。,1,normal,2026-01-29T10:48:13.287Z,
course,1363,4,course#1363 评论 4：讲师讲解很细，适合零基础。,7,normal,2026-02-04T10:48:13.287Z,
course,1363,5,course#1363 评论 5：如果能加配套资料就更好了。,1,normal,2026-01-26T10:48:13.287Z,
course,1363,6,course#1363 评论 6：节奏刚好，建议再补充一点练习题。,0,normal,2026-01-23T10:48:13.287Z,
course,1364,1,course#1364 评论 1：内容有深度但不晦涩，体验很好。,1,normal,2026-01-25T10:48:13.287Z,
course,1364,2,course#1364 评论 2：节奏刚好，建议再补充一点练习题。,7,normal,2026-01-25T10:48:13.287Z,
course,1364,3,course#1364 评论 3：案例很贴近实际，学完能直接上手。,4,normal,2026-01-30T10:48:13.287Z,
course,1364,4,course#1364 评论 4：讲师讲解很细，适合零基础。,3,normal,2026-01-27T10:48:13.287Z,
course,1364,5,course#1364 评论 5：案例很贴近实际，学完能直接上手。,5,normal,2026-02-01T10:48:13.287Z,
course,1364,6,course#1364 评论 6：重点知识点总结得不错，复习方便。,3,normal,2026-01-30T10:48:13.287Z,
course,1365,1,course#1365 评论 1：讲师讲解很细，适合零基础。,1,normal,2026-02-01T10:48:13.287Z,
course,1365,2,course#1365 评论 2：内容有深度但不晦涩，体验很好。,7,normal,2026-01-28T10:48:13.287Z,
course,1365,3,course#1365 评论 3：内容有深度但不晦涩，体验很好。,2,normal,2026-02-03T10:48:13.287Z,
course,1365,4,course#1365 评论 4：希望后续更新更多进阶内容。,3,normal,2026-01-26T10:48:13.287Z,
course,1365,5,course#1365 评论 5：希望后续更新更多进阶内容。,7,normal,2026-01-22T10:48:13.287Z,
course,1365,6,course#1365 评论 6：讲师讲解很细，适合零基础。,7,normal,2026-02-04T10:48:13.288Z,
course,1366,1,course#1366 评论 1：这节课讲得很清楚，重点很明确。,3,normal,2026-02-04T10:48:13.288Z,
course,1366,2,course#1366 评论 2：讲师讲解很细，适合零基础。,7,normal,2026-02-03T10:48:13.288Z,
course,1366,3,course#1366 评论 3：希望后续更新更多进阶内容。,4,normal,2026-01-22T10:48:13.288Z,
course,1366,4,course#1366 评论 4：实例讲解很实用，收藏了。,3,normal,2026-01-22T10:48:13.288Z,
course,1366,5,course#1366 评论 5：重点知识点总结得不错，复习方便。,4,normal,2026-01-23T10:48:13.288Z,
course,1366,6,course#1366 评论 6：希望后续更新更多进阶内容。,0,normal,2026-01-31T10:48:13.288Z,
course,1367,1,course#1367 评论 1：实例讲解很实用，收藏了。,1,normal,2026-02-01T10:48:13.288Z,
course,1367,2,course#1367 评论 2：节奏刚好，建议再补充一点练习题。,6,normal,2026-01-29T10:48:13.288Z,
course,1367,3,course#1367 评论 3：节奏刚好，建议再补充一点练习题。,3,normal,2026-01-26T10:48:13.288Z,
course,1367,4,course#1367 评论 4：讲师讲解很细，适合零基础。,7,normal,2026-01-29T10:48:13.288Z,
course,1367,5,course#1367 评论 5：重点知识点总结得不错，复习方便。,4,normal,2026-02-02T10:48:13.288Z,
course,1367,6,course#1367 评论 6：案例很贴近实际，学完能直接上手。,3,normal,2026-01-30T10:48:13.288Z,
course,1368,1,course#1368 评论 1：重点知识点总结得不错，复习方便。,4,normal,2026-01-23T10:48:13.288Z,
course,1368,2,course#1368 评论 2：内容有深度但不晦涩，体验很好。,3,normal,2026-02-03T10:48:13.288Z,
course,1368,3,course#1368 评论 3：这节课讲得很清楚，重点很明确。,6,normal,2026-01-28T10:48:13.288Z,
course,1368,4,course#1368 评论 4：案例很贴近实际，学完能直接上手。,2,normal,2026-01-30T10:48:13.288Z,
course,1368,5,course#1368 评论 5：案例很贴近实际，学完能直接上手。,6,normal,2026-01-25T10:48:13.288Z,
course,1368,6,course#1368 评论 6：实例讲解很实用，收藏了。,6,normal,2026-02-02T10:48:13.288Z,
course,1369,1,course#1369 评论 1：重点知识点总结得不错，复习方便。,6,normal,2026-02-03T10:48:13.288Z,
course,1369,2,course#1369 评论 2：希望后续更新更多进阶内容。,1,normal,2026-02-01T10:48:13.288Z,
course,1369,3,course#1369 评论 3：重点知识点总结得不错，复习方便。,6,normal,2026-01-30T10:48:13.288Z,
course,1369,4,course#1369 评论 4：重点知识点总结得不错，复习方便。,2,normal,2026-01-24T10:48:13.288Z,
course,1369,5,course#1369 评论 5：如果能加配套资料就更好了。,2,normal,2026-01-29T10:48:13.288Z,
course,1369,6,course#1369 评论 6：课程结构清晰，学习路线明了。,4,normal,2026-01-27T10:48:13.288Z,
course,1370,1,course#1370 评论 1：讲师讲解很细，适合零基础。,7,normal,2026-02-04T10:48:13.288Z,
course,1370,2,course#1370 评论 2：重点知识点总结得不错，复习方便。,3,normal,2026-01-25T10:48:13.288Z,
course,1370,3,course#1370 评论 3：节奏刚好，建议再补充一点练习题。,4,normal,2026-02-02T10:48:13.288Z,
course,1370,4,course#1370 评论 4：这节课讲得很清楚，重点很明确。,4,normal,2026-01-23T10:48:13.288Z,
course,1370,5,course#1370 评论 5：如果能加配套资料就更好了。,1,normal,2026-01-26T10:48:13.288Z,
course,1370,6,course#1370 评论 6：重点知识点总结得不错，复习方便。,2,normal,2026-01-27T10:48:13.288Z,
course,1371,1,course#1371 评论 1：课程结构清晰，学习路线明了。,7,normal,2026-02-04T10:48:13.288Z,
course,1371,2,course#1371 评论 2：讲师讲解很细，适合零基础。,6,normal,2026-01-30T10:48:13.288Z,
course,1371,3,course#1371 评论 3：如果能加配套资料就更好了。,6,normal,2026-01-26T10:48:13.288Z,
course,1371,4,course#1371 评论 4：内容有深度但不晦涩，体验很好。,3,normal,2026-02-01T10:48:13.288Z,
course,1371,5,course#1371 评论 5：讲师讲解很细，适合零基础。,4,normal,2026-01-24T10:48:13.288Z,
course,1371,6,course#1371 评论 6：节奏刚好，建议再补充一点练习题。,3,normal,2026-02-01T10:48:13.288Z,
course,1372,1,course#1372 评论 1：内容有深度但不晦涩，体验很好。,5,normal,2026-01-25T10:48:13.288Z,
course,1372,2,course#1372 评论 2：如果能加配套资料就更好了。,2,normal,2026-02-02T10:48:13.288Z,
course,1372,3,course#1372 评论 3：如果能加配套资料就更好了。,0,normal,2026-02-04T10:48:13.288Z,
course,1372,4,course#1372 评论 4：讲师讲解很细，适合零基础。,7,normal,2026-02-02T10:48:13.288Z,
course,1372,5,course#1372 评论 5：希望后续更新更多进阶内容。,2,normal,2026-01-27T10:48:13.288Z,
course,1372,6,course#1372 评论 6：节奏刚好，建议再补充一点练习题。,3,normal,2026-02-03T10:48:13.288Z,
course,1373,1,course#1373 评论 1：这节课讲得很清楚，重点很明确。,0,normal,2026-01-29T10:48:13.288Z,
course,1373,2,course#1373 评论 2：课程结构清晰，学习路线明了。,2,normal,2026-01-28T10:48:13.288Z,
course,1373,3,course#1373 评论 3：案例很贴近实际，学完能直接上手。,0,normal,2026-01-23T10:48:13.288Z,
course,1373,4,course#1373 评论 4：内容有深度但不晦涩，体验很好。,7,normal,2026-01-30T10:48:13.288Z,
course,1373,5,course#1373 评论 5：讲师讲解很细，适合零基础。,1,normal,2026-01-27T10:48:13.288Z,
course,1373,6,course#1373 评论 6：案例很贴近实际，学完能直接上手。,0,normal,2026-02-02T10:48:13.288Z,
course,1374,1,course#1374 评论 1：实例讲解很实用，收藏了。,3,normal,2026-02-01T10:48:13.288Z,
course,1374,2,course#1374 评论 2：重点知识点总结得不错，复习方便。,4,normal,2026-01-23T10:48:13.288Z,
course,1374,3,course#1374 评论 3：讲师讲解很细，适合零基础。,6,normal,2026-01-31T10:48:13.288Z,
course,1374,4,course#1374 评论 4：实例讲解很实用，收藏了。,7,normal,2026-02-02T10:48:13.288Z,
course,1374,5,course#1374 评论 5：希望后续更新更多进阶内容。,0,normal,2026-01-31T10:48:13.288Z,
course,1374,6,course#1374 评论 6：节奏刚好，建议再补充一点练习题。,2,normal,2026-01-28T10:48:13.288Z,
course,1375,1,course#1375 评论 1：如果能加配套资料就更好了。,5,normal,2026-01-23T10:48:13.288Z,
course,1375,2,course#1375 评论 2：讲师讲解很细，适合零基础。,7,normal,2026-01-30T10:48:13.288Z,
course,1375,3,course#1375 评论 3：讲师讲解很细，适合零基础。,5,normal,2026-01-30T10:48:13.288Z,
course,1375,4,course#1375 评论 4：讲师讲解很细，适合零基础。,5,normal,2026-01-22T10:48:13.288Z,
course,1375,5,course#1375 评论 5：节奏刚好，建议再补充一点练习题。,1,normal,2026-01-25T10:48:13.288Z,
course,1375,6,course#1375 评论 6：实例讲解很实用，收藏了。,0,normal,2026-01-31T10:48:13.288Z,
course,1376,1,course#1376 评论 1：重点知识点总结得不错，复习方便。,6,normal,2026-02-02T10:48:13.288Z,
course,1376,2,course#1376 评论 2：课程结构清晰，学习路线明了。,4,normal,2026-01-24T10:48:13.288Z,
course,1376,3,course#1376 评论 3：如果能加配套资料就更好了。,3,normal,2026-02-04T10:48:13.288Z,
course,1376,4,course#1376 评论 4：节奏刚好，建议再补充一点练习题。,4,normal,2026-01-30T10:48:13.288Z,
course,1376,5,course#1376 评论 5：内容有深度但不晦涩，体验很好。,4,normal,2026-01-29T10:48:13.288Z,
course,1376,6,course#1376 评论 6：如果能加配套资料就更好了。,3,normal,2026-01-22T10:48:13.288Z,
course,1377,1,course#1377 评论 1：内容有深度但不晦涩，体验很好。,1,normal,2026-01-27T10:48:13.288Z,
course,1377,2,course#1377 评论 2：课程结构清晰，学习路线明了。,5,normal,2026-01-24T10:48:13.288Z,
course,1377,3,course#1377 评论 3：课程结构清晰，学习路线明了。,3,normal,2026-02-04T10:48:13.288Z,
course,1377,4,course#1377 评论 4：内容有深度但不晦涩，体验很好。,7,normal,2026-01-31T10:48:13.288Z,
course,1377,5,course#1377 评论 5：这节课讲得很清楚，重点很明确。,5,normal,2026-01-25T10:48:13.288Z,
course,1377,6,course#1377 评论 6：实例讲解很实用，收藏了。,7,normal,2026-01-29T10:48:13.288Z,
course,1378,1,course#1378 评论 1：内容有深度但不晦涩，体验很好。,3,normal,2026-01-23T10:48:13.288Z,
course,1378,2,course#1378 评论 2：讲师讲解很细，适合零基础。,1,normal,2026-01-31T10:48:13.288Z,
course,1378,3,course#1378 评论 3：重点知识点总结得不错，复习方便。,1,normal,2026-01-22T10:48:13.288Z,
course,1378,4,course#1378 评论 4：如果能加配套资料就更好了。,3,normal,2026-01-23T10:48:13.288Z,
course,1378,5,course#1378 评论 5：讲师讲解很细，适合零基础。,7,normal,2026-01-24T10:48:13.288Z,
course,1378,6,course#1378 评论 6：希望后续更新更多进阶内容。,0,normal,2026-01-26T10:48:13.288Z,
course,1379,1,course#1379 评论 1：课程结构清晰，学习路线明了。,7,normal,2026-01-24T10:48:13.288Z,
course,1379,2,course#1379 评论 2：节奏刚好，建议再补充一点练习题。,2,normal,2026-01-23T10:48:13.288Z,
course,1379,3,course#1379 评论 3：如果能加配套资料就更好了。,1,normal,2026-01-30T10:48:13.288Z,
course,1379,4,course#1379 评论 4：重点知识点总结得不错，复习方便。,2,normal,2026-01-28T10:48:13.288Z,
course,1379,5,course#1379 评论 5：重点知识点总结得不错，复习方便。,7,normal,2026-02-03T10:48:13.288Z,
course,1379,6,course#1379 评论 6：希望后续更新更多进阶内容。,7,normal,2026-02-02T10:48:13.288Z,
course,1380,1,course#1380 评论 1：案例很贴近实际，学完能直接上手。,4,normal,2026-01-22T10:48:13.288Z,
course,1380,2,course#1380 评论 2：如果能加配套资料就更好了。,5,normal,2026-01-22T10:48:13.288Z,
course,1380,3,course#1380 评论 3：讲师讲解很细，适合零基础。,1,normal,2026-01-30T10:48:13.288Z,
course,1380,4,course#1380 评论 4：这节课讲得很清楚，重点很明确。,3,normal,2026-01-23T10:48:13.288Z,
course,1380,5,course#1380 评论 5：节奏刚好，建议再补充一点练习题。,2,normal,2026-02-02T10:48:13.288Z,
course,1380,6,course#1380 评论 6：案例很贴近实际，学完能直接上手。,5,normal,2026-01-27T10:48:13.288Z,
course,1381,1,course#1381 评论 1：这节课讲得很清楚，重点很明确。,2,normal,2026-02-04T10:48:13.288Z,
course,1381,2,course#1381 评论 2：案例很贴近实际，学完能直接上手。,0,normal,2026-01-30T10:48:13.288Z,
course,1381,3,course#1381 评论 3：课程结构清晰，学习路线明了。,3,normal,2026-01-26T10:48:13.288Z,
course,1381,4,course#1381 评论 4：讲师讲解很细，适合零基础。,5,normal,2026-02-02T10:48:13.288Z,
course,1381,5,course#1381 评论 5：重点知识点总结得不错，复习方便。,6,normal,2026-01-26T10:48:13.288Z,
course,1381,6,course#1381 评论 6：这节课讲得很清楚，重点很明确。,0,normal,2026-01-27T10:48:13.288Z,
course,1382,1,course#1382 评论 1：内容有深度但不晦涩，体验很好。,7,normal,2026-01-26T10:48:13.288Z,
course,1382,2,course#1382 评论 2：课程结构清晰，学习路线明了。,7,normal,2026-02-03T10:48:13.288Z,
course,1382,3,course#1382 评论 3：案例很贴近实际，学完能直接上手。,2,normal,2026-01-29T10:48:13.288Z,
course,1382,4,course#1382 评论 4：内容有深度但不晦涩，体验很好。,5,normal,2026-01-23T10:48:13.288Z,
course,1382,5,course#1382 评论 5：节奏刚好，建议再补充一点练习题。,3,normal,2026-01-26T10:48:13.288Z,
course,1382,6,course#1382 评论 6：如果能加配套资料就更好了。,4,normal,2026-02-03T10:48:13.288Z,
course,1383,1,course#1383 评论 1：实例讲解很实用，收藏了。,4,normal,2026-01-30T10:48:13.288Z,
course,1383,2,course#1383 评论 2：讲师讲解很细，适合零基础。,0,normal,2026-01-28T10:48:13.288Z,
course,1383,3,course#1383 评论 3：内容有深度但不晦涩，体验很好。,0,normal,2026-02-02T10:48:13.288Z,
course,1383,4,course#1383 评论 4：实例讲解很实用，收藏了。,5,normal,2026-01-27T10:48:13.288Z,
course,1383,5,course#1383 评论 5：重点知识点总结得不错，复习方便。,6,normal,2026-01-27T10:48:13.288Z,
course,1383,6,course#1383 评论 6：这节课讲得很清楚，重点很明确。,7,normal,2026-02-04T10:48:13.288Z,
course,1384,1,course#1384 评论 1：如果能加配套资料就更好了。,4,normal,2026-02-04T10:48:13.288Z,
course,1384,2,course#1384 评论 2：这节课讲得很清楚，重点很明确。,7,normal,2026-01-28T10:48:13.288Z,
course,1384,3,course#1384 评论 3：实例讲解很实用，收藏了。,2,normal,2026-01-26T10:48:13.288Z,
course,1384,4,course#1384 评论 4：如果能加配套资料就更好了。,5,normal,2026-01-30T10:48:13.288Z,
course,1384,5,course#1384 评论 5：案例很贴近实际，学完能直接上手。,4,normal,2026-01-22T10:48:13.288Z,
course,1384,6,course#1384 评论 6：内容有深度但不晦涩，体验很好。,6,normal,2026-02-02T10:48:13.288Z,
course,1385,1,course#1385 评论 1：重点知识点总结得不错，复习方便。,5,normal,2026-01-22T10:48:13.288Z,
course,1385,2,course#1385 评论 2：如果能加配套资料就更好了。,0,normal,2026-01-27T10:48:13.288Z,
course,1385,3,course#1385 评论 3：节奏刚好，建议再补充一点练习题。,5,normal,2026-01-28T10:48:13.288Z,
course,1385,4,course#1385 评论 4：这节课讲得很清楚，重点很明确。,3,normal,2026-01-22T10:48:13.288Z,
course,1385,5,course#1385 评论 5：重点知识点总结得不错，复习方便。,2,normal,2026-01-31T10:48:13.288Z,
course,1385,6,course#1385 评论 6：如果能加配套资料就更好了。,7,normal,2026-02-02T10:48:13.288Z,
course,1386,1,course#1386 评论 1：讲师讲解很细，适合零基础。,7,normal,2026-01-22T10:48:13.288Z,
course,1386,2,course#1386 评论 2：实例讲解很实用，收藏了。,1,normal,2026-02-04T10:48:13.288Z,
course,1386,3,course#1386 评论 3：如果能加配套资料就更好了。,0,normal,2026-01-28T10:48:13.288Z,
course,1386,4,course#1386 评论 4：课程结构清晰，学习路线明了。,2,normal,2026-02-04T10:48:13.288Z,
course,1386,5,course#1386 评论 5：如果能加配套资料就更好了。,0,normal,2026-01-22T10:48:13.288Z,
course,1386,6,course#1386 评论 6：案例很贴近实际，学完能直接上手。,2,normal,2026-01-22T10:48:13.288Z,
course,1387,1,course#1387 评论 1：内容有深度但不晦涩，体验很好。,0,normal,2026-01-27T10:48:13.288Z,
course,1387,2,course#1387 评论 2：案例很贴近实际，学完能直接上手。,6,normal,2026-01-23T10:48:13.288Z,
course,1387,3,course#1387 评论 3：如果能加配套资料就更好了。,4,normal,2026-01-24T10:48:13.288Z,
course,1387,4,course#1387 评论 4：这节课讲得很清楚，重点很明确。,2,normal,2026-01-29T10:48:13.288Z,
course,1387,5,course#1387 评论 5：案例很贴近实际，学完能直接上手。,0,normal,2026-01-31T10:48:13.288Z,
course,1387,6,course#1387 评论 6：讲师讲解很细，适合零基础。,7,normal,2026-02-04T10:48:13.288Z,
course,1388,1,course#1388 评论 1：实例讲解很实用，收藏了。,2,normal,2026-01-25T10:48:13.288Z,
course,1388,2,course#1388 评论 2：内容有深度但不晦涩，体验很好。,3,normal,2026-01-27T10:48:13.288Z,
course,1388,3,course#1388 评论 3：希望后续更新更多进阶内容。,1,normal,2026-01-22T10:48:13.288Z,
course,1388,4,course#1388 评论 4：讲师讲解很细，适合零基础。,7,normal,2026-02-03T10:48:13.288Z,
course,1388,5,course#1388 评论 5：如果能加配套资料就更好了。,2,normal,2026-01-27T10:48:13.288Z,
course,1388,6,course#1388 评论 6：希望后续更新更多进阶内容。,7,normal,2026-01-28T10:48:13.288Z,
course,1389,1,course#1389 评论 1：重点知识点总结得不错，复习方便。,6,normal,2026-01-31T10:48:13.288Z,
course,1389,2,course#1389 评论 2：实例讲解很实用，收藏了。,0,normal,2026-01-22T10:48:13.288Z,
course,1389,3,course#1389 评论 3：讲师讲解很细，适合零基础。,2,normal,2026-02-02T10:48:13.288Z,
course,1389,4,course#1389 评论 4：这节课讲得很清楚，重点很明确。,6,normal,2026-02-02T10:48:13.288Z,
course,1389,5,course#1389 评论 5：课程结构清晰，学习路线明了。,1,normal,2026-01-31T10:48:13.288Z,
course,1389,6,course#1389 评论 6：课程结构清晰，学习路线明了。,2,normal,2026-01-22T10:48:13.288Z,
course,1390,1,course#1390 评论 1：课程结构清晰，学习路线明了。,1,normal,2026-02-02T10:48:13.288Z,
course,1390,2,course#1390 评论 2：重点知识点总结得不错，复习方便。,3,normal,2026-01-28T10:48:13.288Z,
course,1390,3,course#1390 评论 3：讲师讲解很细，适合零基础。,1,normal,2026-01-27T10:48:13.288Z,
course,1390,4,course#1390 评论 4：课程结构清晰，学习路线明了。,7,normal,2026-02-02T10:48:13.288Z,
course,1390,5,course#1390 评论 5：这节课讲得很清楚，重点很明确。,5,normal,2026-02-01T10:48:13.288Z,
course,1390,6,course#1390 评论 6：这节课讲得很清楚，重点很明确。,1,normal,2026-01-30T10:48:13.288Z,
course,1391,1,course#1391 评论 1：节奏刚好，建议再补充一点练习题。,0,normal,2026-01-24T10:48:13.288Z,
course,1391,2,course#1391 评论 2：课程结构清晰，学习路线明了。,0,normal,2026-01-23T10:48:13.288Z,
course,1391,3,course#1391 评论 3：内容有深度但不晦涩，体验很好。,4,normal,2026-01-24T10:48:13.288Z,
course,1391,4,course#1391 评论 4：实例讲解很实用，收藏了。,2,normal,2026-01-22T10:48:13.288Z,
course,1391,5,course#1391 评论 5：内容有深度但不晦涩，体验很好。,4,normal,2026-01-28T10:48:13.288Z,
course,1391,6,course#1391 评论 6：希望后续更新更多进阶内容。,1,normal,2026-01-27T10:48:13.288Z,
course,1392,1,course#1392 评论 1：节奏刚好，建议再补充一点练习题。,1,normal,2026-01-28T10:48:13.288Z,
course,1392,2,course#1392 评论 2：课程结构清晰，学习路线明了。,1,normal,2026-02-04T10:48:13.288Z,
course,1392,3,course#1392 评论 3：希望后续更新更多进阶内容。,7,normal,2026-01-25T10:48:13.288Z,
course,1392,4,course#1392 评论 4：课程结构清晰，学习路线明了。,5,normal,2026-01-31T10:48:13.288Z,
course,1392,5,course#1392 评论 5：内容有深度但不晦涩，体验很好。,6,normal,2026-01-22T10:48:13.288Z,
course,1392,6,course#1392 评论 6：这节课讲得很清楚，重点很明确。,4,normal,2026-02-02T10:48:13.288Z,
course,1393,1,course#1393 评论 1：重点知识点总结得不错，复习方便。,2,normal,2026-01-24T10:48:13.288Z,
course,1393,2,course#1393 评论 2：如果能加配套资料就更好了。,0,normal,2026-02-04T10:48:13.288Z,
course,1393,3,course#1393 评论 3：实例讲解很实用，收藏了。,6,normal,2026-01-22T10:48:13.288Z,
course,1393,4,course#1393 评论 4：重点知识点总结得不错，复习方便。,1,normal,2026-01-30T10:48:13.288Z,
course,1393,5,course#1393 评论 5：如果能加配套资料就更好了。,6,normal,2026-01-22T10:48:13.288Z,
course,1393,6,course#1393 评论 6：希望后续更新更多进阶内容。,5,normal,2026-01-24T10:48:13.288Z,
course,1394,1,course#1394 评论 1：重点知识点总结得不错，复习方便。,1,normal,2026-02-04T10:48:13.288Z,
course,1394,2,course#1394 评论 2：重点知识点总结得不错，复习方便。,4,normal,2026-01-24T10:48:13.288Z,
course,1394,3,course#1394 评论 3：内容有深度但不晦涩，体验很好。,4,normal,2026-01-31T10:48:13.288Z,
course,1394,4,course#1394 评论 4：如果能加配套资料就更好了。,3,normal,2026-01-23T10:48:13.288Z,
course,1394,5,course#1394 评论 5：希望后续更新更多进阶内容。,7,normal,2026-01-23T10:48:13.288Z,
course,1394,6,course#1394 评论 6：节奏刚好，建议再补充一点练习题。,5,normal,2026-01-26T10:48:13.288Z,
course,1395,1,course#1395 评论 1：讲师讲解很细，适合零基础。,6,normal,2026-01-29T10:48:13.288Z,
course,1395,2,course#1395 评论 2：希望后续更新更多进阶内容。,4,normal,2026-02-03T10:48:13.288Z,
course,1395,3,course#1395 评论 3：讲师讲解很细，适合零基础。,4,normal,2026-01-22T10:48:13.288Z,
course,1395,4,course#1395 评论 4：希望后续更新更多进阶内容。,7,normal,2026-01-31T10:48:13.288Z,
course,1395,5,course#1395 评论 5：内容有深度但不晦涩，体验很好。,4,normal,2026-01-29T10:48:13.288Z,
course,1395,6,course#1395 评论 6：节奏刚好，建议再补充一点练习题。,7,normal,2026-01-31T10:48:13.288Z,
course,1396,1,course#1396 评论 1：重点知识点总结得不错，复习方便。,7,normal,2026-01-23T10:48:13.288Z,
course,1396,2,course#1396 评论 2：希望后续更新更多进阶内容。,3,normal,2026-01-25T10:48:13.288Z,
course,1396,3,course#1396 评论 3：如果能加配套资料就更好了。,4,normal,2026-02-04T10:48:13.288Z,
